encoder_input,decoder_input,decoder_output
"['<de>', '▁Welcher', '▁Künstler', '▁hat', '▁im', '▁Jahr', '▁1989', '▁ein', '▁Musik', 'video', '▁und', '[MASK]', '▁Audio', '-', 'Tra', 'cks', '▁auf', '▁CD', '-', 'V', '▁veröffentlicht', '?', '▁', '</s>', '▁Was', '▁gab', '▁es', '▁V', 'SD', '[MASK]', ',', '▁die', '▁CD', '-', 'V', 'S']","['<de>', '▁Welcher', '▁Künstler', '▁hat', '▁im', '▁Jahr', '▁1989', '▁ein', '▁Musik', 'video', '▁und', '▁drei', '▁Audio', '-', 'Tra', 'cks', '▁auf', '▁CD', '-', 'V', '▁veröffentlicht', '?', '▁', '</s>', '▁Was', '▁gab', '▁es', '▁V', 'SD', 's', ',', '▁die', '▁CD', '-', 'V', 'S']","['▁Welcher', '▁Künstler', '▁hat', '▁im', '▁Jahr', '▁1989', '▁ein', '▁Musik', 'video', '▁und', '▁drei', '▁Audio', '-', 'Tra', 'cks', '▁auf', '▁CD', '-', 'V', '▁veröffentlicht', '?', '▁', '</s>', '▁Was', '▁gab', '▁es', '▁V', 'SD', 's', ',', '▁die', '▁CD', '-', 'V', 'S', '<de>']"
"['<de>', '▁Wie', '▁viele', '[MASK]', '▁christliche', '▁König', 'reiche', '▁gab', '[MASK]', '▁in', '▁Iber', 'ia', '▁um', '▁11', '50', '▁Uhr', '[MASK]', '▁', '</s>', '[MASK]', '▁mit', '▁Le', 'ón', ',', '▁Portugal', ',', '▁A', 'ragon', '▁und', '▁K', 'ast', 'ilien', ',', '▁welches', '[MASK]', '▁christliche']","['<de>', '▁Wie', '▁viele', '▁große', '▁christliche', '▁König', 'reiche', '▁gab', '▁es', '▁in', '▁Iber', 'ia', '▁um', '▁11', '50', '▁Uhr', '?', '▁', '</s>', '▁Zusammen', '▁mit', '▁Le', 'ón', ',', '▁Portugal', ',', '▁A', 'ragon', '▁und', '▁K', 'ast', 'ilien', ',', '▁welches', '▁große', '▁christliche']","['▁Wie', '▁viele', '▁große', '▁christliche', '▁König', 'reiche', '▁gab', '▁es', '▁in', '▁Iber', 'ia', '▁um', '▁11', '50', '▁Uhr', '?', '▁', '</s>', '▁Zusammen', '▁mit', '▁Le', 'ón', ',', '▁Portugal', ',', '▁A', 'ragon', '▁und', '▁K', 'ast', 'ilien', ',', '▁welches', '▁große', '▁christliche', '<de>']"
"['<de>', '▁Was', '▁sind', '▁Beispiele', '[MASK]', '▁end', 'lichen', '▁S', 'ymmet', 'rie', '[MASK]', '[MASK]', '▁die', '▁in', '▁der', '▁Cod', 'ierung', '▁verwendet', '▁werden', '?', '▁', '</s>', '▁Was', '▁wird', '▁für', '▁die', '▁Kor', 're', 'ktur', '▁der', '▁übertragen', 'en', '▁Daten', '▁verwendet', '?', '▁']","['<de>', '▁Was', '▁sind', '▁Beispiele', '▁von', '▁end', 'lichen', '▁S', 'ymmet', 'rie', '▁Gruppen', ',', '▁die', '▁in', '▁der', '▁Cod', 'ierung', '▁verwendet', '▁werden', '?', '▁', '</s>', '▁Was', '▁wird', '▁für', '▁die', '▁Kor', 're', 'ktur', '▁der', '▁übertragen', 'en', '▁Daten', '▁verwendet', '?', '▁']","['▁Was', '▁sind', '▁Beispiele', '▁von', '▁end', 'lichen', '▁S', 'ymmet', 'rie', '▁Gruppen', ',', '▁die', '▁in', '▁der', '▁Cod', 'ierung', '▁verwendet', '▁werden', '?', '▁', '</s>', '▁Was', '▁wird', '▁für', '▁die', '▁Kor', 're', 'ktur', '▁der', '▁übertragen', 'en', '▁Daten', '▁verwendet', '?', '▁', '<de>']"
"['<de>', '▁Wer', '▁hat', '▁im', '▁Jahr', '▁1927', '▁ein', '▁Patent', '▁für', '▁seine', '▁Methode', '▁der', '▁Gal', '[MASK]', 'ik', '-', 'Sch', 'altung', '[MASK]', '?', '▁', '</s>', '▁Was', '▁hat', '[MASK]', '[MASK]', 'ler', '▁gemacht', ',', '[MASK]', '▁er', '▁mit', '▁der', '[MASK]', 'ruck', 'ten']","['<de>', '▁Wer', '▁hat', '▁im', '▁Jahr', '▁1927', '▁ein', '▁Patent', '▁für', '▁seine', '▁Methode', '▁der', '▁Gal', 'van', 'ik', '-', 'Sch', 'altung', '▁erhalten', '?', '▁', '</s>', '▁Was', '▁hat', '▁Paul', '▁Eis', 'ler', '▁gemacht', ',', '▁als', '▁er', '▁mit', '▁der', '▁ged', 'ruck', 'ten']","['▁Wer', '▁hat', '▁im', '▁Jahr', '▁1927', '▁ein', '▁Patent', '▁für', '▁seine', '▁Methode', '▁der', '▁Gal', 'van', 'ik', '-', 'Sch', 'altung', '▁erhalten', '?', '▁', '</s>', '▁Was', '▁hat', '▁Paul', '▁Eis', 'ler', '▁gemacht', ',', '▁als', '▁er', '▁mit', '▁der', '▁ged', 'ruck', 'ten', '<de>']"
"['<de>', '▁Wenn', '▁der', '▁spanische', '▁Monarch', '▁als', '▁unf', 'äh', 'ig', '[MASK]', 'acht', 'et', '▁wird', '[MASK]', '▁Zustimmung', '▁zu', '▁gew', 'ähr', 'en', '[MASK]', '▁wem', '▁ist', '▁die', '▁Macht', '▁übertragen', '?', '[MASK]', '</s>', '▁Kön', 'n', '[MASK]', '▁ein', '▁span', 'ischer', '▁Herrscher', '▁die']","['<de>', '▁Wenn', '▁der', '▁spanische', '▁Monarch', '▁als', '▁unf', 'äh', 'ig', '▁er', 'acht', 'et', '▁wird', ',', '▁Zustimmung', '▁zu', '▁gew', 'ähr', 'en', ',', '▁wem', '▁ist', '▁die', '▁Macht', '▁übertragen', '?', '▁', '</s>', '▁Kön', 'n', 'te', '▁ein', '▁span', 'ischer', '▁Herrscher', '▁die']","['▁Wenn', '▁der', '▁spanische', '▁Monarch', '▁als', '▁unf', 'äh', 'ig', '▁er', 'acht', 'et', '▁wird', ',', '▁Zustimmung', '▁zu', '▁gew', 'ähr', 'en', ',', '▁wem', '▁ist', '▁die', '▁Macht', '▁übertragen', '?', '▁', '</s>', '▁Kön', 'n', 'te', '▁ein', '▁span', 'ischer', '▁Herrscher', '▁die', '<de>']"
"['<de>', '▁Wie', '▁hat', '▁sich', '[MASK]', '▁Qualität', '▁von', '[MASK]', 'key', '▁Kong', '▁Country', '▁mit', '[MASK]', '▁auf', '▁neuer', 'en', '[MASK]', 'olen', '▁verglichen', '?', '▁', '</s>', '▁Wann', '▁wurde', '[MASK]', 'key', '▁Kong', '▁Country', '▁veröffentlicht', '?', '▁', '</s>', '▁Wie', '[MASK]', '▁hat', '[MASK]']","['<de>', '▁Wie', '▁hat', '▁sich', '▁die', '▁Qualität', '▁von', '▁Don', 'key', '▁Kong', '▁Country', '▁mit', '▁Spielen', '▁auf', '▁neuer', 'en', '▁Kons', 'olen', '▁verglichen', '?', '▁', '</s>', '▁Wann', '▁wurde', '▁Don', 'key', '▁Kong', '▁Country', '▁veröffentlicht', '?', '▁', '</s>', '▁Wie', '▁viel', '▁hat', '▁die']","['▁Wie', '▁hat', '▁sich', '▁die', '▁Qualität', '▁von', '▁Don', 'key', '▁Kong', '▁Country', '▁mit', '▁Spielen', '▁auf', '▁neuer', 'en', '▁Kons', 'olen', '▁verglichen', '?', '▁', '</s>', '▁Wann', '▁wurde', '▁Don', 'key', '▁Kong', '▁Country', '▁veröffentlicht', '?', '▁', '</s>', '▁Wie', '▁viel', '▁hat', '▁die', '<de>']"
"['<de>', '▁Wie', '▁viele', '▁ham', 'ayn', 'k', 'ner', '▁hat', '▁Armenien', '[MASK]', '▁', '</s>', '▁Wie', '▁viele', '[MASK]', '▁hat', '[MASK]', '[MASK]', 'wan', '[MASK]', '▁', '</s>', '▁Hat', '▁Armenien', '▁mehr', '▁l', 'änd', 'liche', '▁oder', '▁ub', '[MASK]', '▁ham', 'ayn', '[MASK]', '[MASK]', '▁']","['<de>', '▁Wie', '▁viele', '▁ham', 'ayn', 'k', 'ner', '▁hat', '▁Armenien', '?', '▁', '</s>', '▁Wie', '▁viele', '▁Bezirke', '▁hat', '▁J', 'ere', 'wan', '?', '▁', '</s>', '▁Hat', '▁Armenien', '▁mehr', '▁l', 'änd', 'liche', '▁oder', '▁ub', 'an', '▁ham', 'ayn', 'ker', '?', '▁']","['▁Wie', '▁viele', '▁ham', 'ayn', 'k', 'ner', '▁hat', '▁Armenien', '?', '▁', '</s>', '▁Wie', '▁viele', '▁Bezirke', '▁hat', '▁J', 'ere', 'wan', '?', '▁', '</s>', '▁Hat', '▁Armenien', '▁mehr', '▁l', 'änd', 'liche', '▁oder', '▁ub', 'an', '▁ham', 'ayn', 'ker', '?', '▁', '<de>']"
"['<de>', '▁Protest', 'anten', ',', '▁die', '▁die', '[MASK]', 'le', '▁Kommun', 'ion', '▁mit', '▁der', '▁katholischen', '▁Kirche', '▁wollen', ',', '▁müssen', '▁nicht', '▁was', '▁sein', '?', '▁', '</s>', '▁Warum', '▁er', 'kennt', '▁die', '▁katholische', '▁Kirche', '▁nicht', '▁die', '▁Ord', 'ination', '▁der', '▁protestant', 'ischen']","['<de>', '▁Protest', 'anten', ',', '▁die', '▁die', '▁vol', 'le', '▁Kommun', 'ion', '▁mit', '▁der', '▁katholischen', '▁Kirche', '▁wollen', ',', '▁müssen', '▁nicht', '▁was', '▁sein', '?', '▁', '</s>', '▁Warum', '▁er', 'kennt', '▁die', '▁katholische', '▁Kirche', '▁nicht', '▁die', '▁Ord', 'ination', '▁der', '▁protestant', 'ischen']","['▁Protest', 'anten', ',', '▁die', '▁die', '▁vol', 'le', '▁Kommun', 'ion', '▁mit', '▁der', '▁katholischen', '▁Kirche', '▁wollen', ',', '▁müssen', '▁nicht', '▁was', '▁sein', '?', '▁', '</s>', '▁Warum', '▁er', 'kennt', '▁die', '▁katholische', '▁Kirche', '▁nicht', '▁die', '▁Ord', 'ination', '▁der', '▁protestant', 'ischen', '<de>']"
"['<de>', '▁Was', '▁hat', '▁die', '▁politische', '▁Philosophie', '▁Griechenlands', '▁beeinflusst', '[MASK]', '▁', '</s>', '[MASK]', '▁alte', '▁Griechenland', '▁war', '▁der', '▁Gebur', 'ts', 'ort', '▁von', '▁was', '[MASK]', '▁', '</s>', '[MASK]', '▁moderne', '▁griechische', '▁Theater', '▁begann', ',', '▁wann', '[MASK]', '▁', '</s>', '[MASK]', '▁moderne']","['<de>', '▁Was', '▁hat', '▁die', '▁politische', '▁Philosophie', '▁Griechenlands', '▁beeinflusst', '?', '▁', '</s>', '▁Das', '▁alte', '▁Griechenland', '▁war', '▁der', '▁Gebur', 'ts', 'ort', '▁von', '▁was', '?', '▁', '</s>', '▁Das', '▁moderne', '▁griechische', '▁Theater', '▁begann', ',', '▁wann', '?', '▁', '</s>', '▁Das', '▁moderne']","['▁Was', '▁hat', '▁die', '▁politische', '▁Philosophie', '▁Griechenlands', '▁beeinflusst', '?', '▁', '</s>', '▁Das', '▁alte', '▁Griechenland', '▁war', '▁der', '▁Gebur', 'ts', 'ort', '▁von', '▁was', '?', '▁', '</s>', '▁Das', '▁moderne', '▁griechische', '▁Theater', '▁begann', ',', '▁wann', '?', '▁', '</s>', '▁Das', '▁moderne', '<de>']"
"['<de>', '▁Welches', '[MASK]', '[MASK]', '▁zuerst', '▁das', '▁""', 'me', 'hr', 'ere', '▁ex', 'klus', 'ive', '""', '[MASK]', '▁Market', 'ing', '▁Konzept', '▁verwendet', '?', '▁', '</s>', '▁Was', '[MASK]', '▁das', '▁""', 'M', 'ult', 'ip', 'le', '▁Ex', 'clus', 'ive', '""', '[MASK]', '▁Market']","['<de>', '▁Welches', '▁Unternehmen', '▁hat', '▁zuerst', '▁das', '▁""', 'me', 'hr', 'ere', '▁ex', 'klus', 'ive', '""', '▁Event', '▁Market', 'ing', '▁Konzept', '▁verwendet', '?', '▁', '</s>', '▁Was', '▁hat', '▁das', '▁""', 'M', 'ult', 'ip', 'le', '▁Ex', 'clus', 'ive', '""', '▁Event', '▁Market']","['▁Welches', '▁Unternehmen', '▁hat', '▁zuerst', '▁das', '▁""', 'me', 'hr', 'ere', '▁ex', 'klus', 'ive', '""', '▁Event', '▁Market', 'ing', '▁Konzept', '▁verwendet', '?', '▁', '</s>', '▁Was', '▁hat', '▁das', '▁""', 'M', 'ult', 'ip', 'le', '▁Ex', 'clus', 'ive', '""', '▁Event', '▁Market', '<de>']"
"['<de>', '▁Wie', '▁war', '[MASK]', '▁Name', '[MASK]', '▁Bewegung', ',', '[MASK]', '▁mit', '▁dem', '▁Protestant', 'ismus', '[MASK]', '▁hat', '?', '▁', '</s>', '▁Was', '[MASK]', 'hnen', '▁alle', '▁Protestant', 'ismus', '-', 'Kon', 'f', 'ession', 'en', '▁ab', '?', '▁', '</s>', '▁Was', '[MASK]', '▁eine']","['<de>', '▁Wie', '▁war', '▁der', '▁Name', '▁der', '▁Bewegung', ',', '▁die', '▁mit', '▁dem', '▁Protestant', 'ismus', '▁begonnen', '▁hat', '?', '▁', '</s>', '▁Was', '▁le', 'hnen', '▁alle', '▁Protestant', 'ismus', '-', 'Kon', 'f', 'ession', 'en', '▁ab', '?', '▁', '</s>', '▁Was', '▁für', '▁eine']","['▁Wie', '▁war', '▁der', '▁Name', '▁der', '▁Bewegung', ',', '▁die', '▁mit', '▁dem', '▁Protestant', 'ismus', '▁begonnen', '▁hat', '?', '▁', '</s>', '▁Was', '▁le', 'hnen', '▁alle', '▁Protestant', 'ismus', '-', 'Kon', 'f', 'ession', 'en', '▁ab', '?', '▁', '</s>', '▁Was', '▁für', '▁eine', '<de>']"
"['<de>', '▁In', '▁welchem', '▁Jahr', '▁haben', '▁die', '[MASK]', '▁Staaten', '▁die', '▁Marshalls', '▁besetzt', '?', '▁', '</s>', '▁Zusammen', '▁mit', '▁M', 'ili', '[MASK]', '▁Mal', 'o', 'el', 'ap', '▁und', '▁J', 'alu', 'it', '[MASK]', '▁welche', '▁Teile', '▁der', '▁Marshall', '-', 'Inseln', '▁waren', '▁in']","['<de>', '▁In', '▁welchem', '▁Jahr', '▁haben', '▁die', '▁Vereinigten', '▁Staaten', '▁die', '▁Marshalls', '▁besetzt', '?', '▁', '</s>', '▁Zusammen', '▁mit', '▁M', 'ili', ',', '▁Mal', 'o', 'el', 'ap', '▁und', '▁J', 'alu', 'it', ',', '▁welche', '▁Teile', '▁der', '▁Marshall', '-', 'Inseln', '▁waren', '▁in']","['▁In', '▁welchem', '▁Jahr', '▁haben', '▁die', '▁Vereinigten', '▁Staaten', '▁die', '▁Marshalls', '▁besetzt', '?', '▁', '</s>', '▁Zusammen', '▁mit', '▁M', 'ili', ',', '▁Mal', 'o', 'el', 'ap', '▁und', '▁J', 'alu', 'it', ',', '▁welche', '▁Teile', '▁der', '▁Marshall', '-', 'Inseln', '▁waren', '▁in', '<de>']"
