encoder_input,decoder_input,decoder_output
"['<fr>', '▁Avant', '▁New', '▁York', ',', '▁quelle', '[MASK]', '▁était', '▁le', '▁centre', '[MASK]', '▁monde', '▁de', '▁l', ""'"", 'art', '▁?', '▁', '</s>', '[MASK]', '▁mouvement', '▁art', 'istique', '▁a', '[MASK]', '▁New', '▁York', '▁à', '▁dép', 'asser', '▁Paris', '▁en', '▁tant', '▁que', '▁centre', '▁art']","['<fr>', '▁Avant', '▁New', '▁York', ',', '▁quelle', '▁ville', '▁était', '▁le', '▁centre', '▁du', '▁monde', '▁de', '▁l', ""'"", 'art', '▁?', '▁', '</s>', '▁Quel', '▁mouvement', '▁art', 'istique', '▁a', '▁poussé', '▁New', '▁York', '▁à', '▁dép', 'asser', '▁Paris', '▁en', '▁tant', '▁que', '▁centre', '▁art']","['▁Avant', '▁New', '▁York', ',', '▁quelle', '▁ville', '▁était', '▁le', '▁centre', '▁du', '▁monde', '▁de', '▁l', ""'"", 'art', '▁?', '▁', '</s>', '▁Quel', '▁mouvement', '▁art', 'istique', '▁a', '▁poussé', '▁New', '▁York', '▁à', '▁dép', 'asser', '▁Paris', '▁en', '▁tant', '▁que', '▁centre', '▁art', '<fr>']"
"['<fr>', '▁Qu', '[MASK]', 'est', '-', 'ce', '▁qui', '▁aurait', '▁été', '▁causé', '▁par', '▁des', '▁é', 'che', 'cs', '▁politiques', '▁du', '▁gouvernement', '[MASK]', '▁', '</s>', '[MASK]', '▁de', '▁personnes', '▁seraient', '▁mortes', '▁dans', '▁la', '[MASK]', '▁fam', 'ine', '[MASK]', '▁', '</s>', '▁Quand', '▁la']","['<fr>', '▁Qu', ""'"", 'est', '-', 'ce', '▁qui', '▁aurait', '▁été', '▁causé', '▁par', '▁des', '▁é', 'che', 'cs', '▁politiques', '▁du', '▁gouvernement', '▁?', '▁', '</s>', '▁Combien', '▁de', '▁personnes', '▁seraient', '▁mortes', '▁dans', '▁la', '▁grande', '▁fam', 'ine', '▁?', '▁', '</s>', '▁Quand', '▁la']","['▁Qu', ""'"", 'est', '-', 'ce', '▁qui', '▁aurait', '▁été', '▁causé', '▁par', '▁des', '▁é', 'che', 'cs', '▁politiques', '▁du', '▁gouvernement', '▁?', '▁', '</s>', '▁Combien', '▁de', '▁personnes', '▁seraient', '▁mortes', '▁dans', '▁la', '▁grande', '▁fam', 'ine', '▁?', '▁', '</s>', '▁Quand', '▁la', '<fr>']"
"['<fr>', '▁Qu', ""'"", 'est', '-', 'ce', '▁qui', '▁a', '▁été', '[MASK]', '▁par', '▁un', '[MASK]', '▁d', ""'"", 'étude', '▁S', 'MP', 'TE', '▁en', '▁1979', '▁?', '▁', '</s>', '▁Que', '▁représente', '▁la', '▁DVB', '▁?', '▁', '</s>', '▁Quand', '▁les', '▁mod', 'es', '▁de']","['<fr>', '▁Qu', ""'"", 'est', '-', 'ce', '▁qui', '▁a', '▁été', '▁publié', '▁par', '▁un', '▁groupe', '▁d', ""'"", 'étude', '▁S', 'MP', 'TE', '▁en', '▁1979', '▁?', '▁', '</s>', '▁Que', '▁représente', '▁la', '▁DVB', '▁?', '▁', '</s>', '▁Quand', '▁les', '▁mod', 'es', '▁de']","['▁Qu', ""'"", 'est', '-', 'ce', '▁qui', '▁a', '▁été', '▁publié', '▁par', '▁un', '▁groupe', '▁d', ""'"", 'étude', '▁S', 'MP', 'TE', '▁en', '▁1979', '▁?', '▁', '</s>', '▁Que', '▁représente', '▁la', '▁DVB', '▁?', '▁', '</s>', '▁Quand', '▁les', '▁mod', 'es', '▁de', '<fr>']"
"['<fr>', '▁Mal', 'gré', '▁sa', '▁structure', '▁atom', 'ique', ',', '[MASK]', '▁verre', '▁ref', '[MASK]', 'idi', '▁ag', 'it', '▁comme', '▁quoi', '▁?', '▁', '</s>', '▁Dans', '[MASK]', '▁verre', '▁ref', '[MASK]', 'idi', ',', '▁quels', '▁types', '▁de', '▁mouvement', '▁s', ""'"", 'arrêt', 'ent', '▁?']","['<fr>', '▁Mal', 'gré', '▁sa', '▁structure', '▁atom', 'ique', ',', '▁le', '▁verre', '▁ref', 'ro', 'idi', '▁ag', 'it', '▁comme', '▁quoi', '▁?', '▁', '</s>', '▁Dans', '▁le', '▁verre', '▁ref', 'ro', 'idi', ',', '▁quels', '▁types', '▁de', '▁mouvement', '▁s', ""'"", 'arrêt', 'ent', '▁?']","['▁Mal', 'gré', '▁sa', '▁structure', '▁atom', 'ique', ',', '▁le', '▁verre', '▁ref', 'ro', 'idi', '▁ag', 'it', '▁comme', '▁quoi', '▁?', '▁', '</s>', '▁Dans', '▁le', '▁verre', '▁ref', 'ro', 'idi', ',', '▁quels', '▁types', '▁de', '▁mouvement', '▁s', ""'"", 'arrêt', 'ent', '▁?', '<fr>']"
"['<fr>', '▁Quel', '▁pourcentage', '[MASK]', '▁possède', '▁pas', '▁de', '▁voit', 'ures', '▁?', '▁', '</s>', '▁Quel', '▁pourcentage', '▁poss', 'è', 'd', 'ent', '▁2', '▁voit', 'ures', '▁ou', '[MASK]', '▁?', '▁', '</s>', '▁Lors', '▁du', '[MASK]', '▁recensement', ',', '▁combien', '▁de', '▁ménages', '▁ont', '-']","['<fr>', '▁Quel', '▁pourcentage', '▁ne', '▁possède', '▁pas', '▁de', '▁voit', 'ures', '▁?', '▁', '</s>', '▁Quel', '▁pourcentage', '▁poss', 'è', 'd', 'ent', '▁2', '▁voit', 'ures', '▁ou', '▁plus', '▁?', '▁', '</s>', '▁Lors', '▁du', '▁dernier', '▁recensement', ',', '▁combien', '▁de', '▁ménages', '▁ont', '-']","['▁Quel', '▁pourcentage', '▁ne', '▁possède', '▁pas', '▁de', '▁voit', 'ures', '▁?', '▁', '</s>', '▁Quel', '▁pourcentage', '▁poss', 'è', 'd', 'ent', '▁2', '▁voit', 'ures', '▁ou', '▁plus', '▁?', '▁', '</s>', '▁Lors', '▁du', '▁dernier', '▁recensement', ',', '▁combien', '▁de', '▁ménages', '▁ont', '-', '<fr>']"
"['<fr>', '[MASK]', '▁est', '▁la', '▁zone', '▁approxim', 'ative', '[MASK]', '▁cœur', '▁de', '▁la', '[MASK]', 'ité', '▁de', '▁Londres', '▁?', '▁', '</s>', '[MASK]', '▁est', '▁la', '▁place', '▁de', '▁Londres', '[MASK]', '▁le', '▁PIB', '[MASK]', 'p', 'olit', 'ain', '▁?', '▁', '</s>', '▁Sur', '▁la']","['<fr>', '▁Quelle', '▁est', '▁la', '▁zone', '▁approxim', 'ative', '▁du', '▁cœur', '▁de', '▁la', '▁C', 'ité', '▁de', '▁Londres', '▁?', '▁', '</s>', '▁Quelle', '▁est', '▁la', '▁place', '▁de', '▁Londres', '▁dans', '▁le', '▁PIB', '▁métro', 'p', 'olit', 'ain', '▁?', '▁', '</s>', '▁Sur', '▁la']","['▁Quelle', '▁est', '▁la', '▁zone', '▁approxim', 'ative', '▁du', '▁cœur', '▁de', '▁la', '▁C', 'ité', '▁de', '▁Londres', '▁?', '▁', '</s>', '▁Quelle', '▁est', '▁la', '▁place', '▁de', '▁Londres', '▁dans', '▁le', '▁PIB', '▁métro', 'p', 'olit', 'ain', '▁?', '▁', '</s>', '▁Sur', '▁la', '<fr>']"
"['<fr>', '▁Qu', ""'"", 'est', '[MASK]', 'ce', '▁que', '▁les', '▁Mong', 'ols', '▁essay', 'aient', '▁de', '▁ré', 'cl', 'amer', '▁?', '▁', '</s>', '▁Quand', '▁la', '▁conqu', 'ête', '▁du', '▁Tibet', '[MASK]', '[MASK]', 't', '[MASK]', 'elle', '▁atteint', '▁son', '▁ap', 'og', '[MASK]', '▁?']","['<fr>', '▁Qu', ""'"", 'est', '-', 'ce', '▁que', '▁les', '▁Mong', 'ols', '▁essay', 'aient', '▁de', '▁ré', 'cl', 'amer', '▁?', '▁', '</s>', '▁Quand', '▁la', '▁conqu', 'ête', '▁du', '▁Tibet', '▁a', '-', 't', '-', 'elle', '▁atteint', '▁son', '▁ap', 'og', 'ée', '▁?']","['▁Qu', ""'"", 'est', '-', 'ce', '▁que', '▁les', '▁Mong', 'ols', '▁essay', 'aient', '▁de', '▁ré', 'cl', 'amer', '▁?', '▁', '</s>', '▁Quand', '▁la', '▁conqu', 'ête', '▁du', '▁Tibet', '▁a', '-', 't', '-', 'elle', '▁atteint', '▁son', '▁ap', 'og', 'ée', '▁?', '<fr>']"
"['<fr>', '▁Comment', '▁Kerry', '[MASK]', '-', 'il', '▁créer', '▁des', '[MASK]', 'is', '▁?', '▁', '[MASK]', '▁Combien', '▁de', '[MASK]', '▁Cron', 'in', '[MASK]', '-', 't', '-', 'il', '[MASK]', '▁contre', '▁Kerry', '▁?', '▁', '[MASK]', '▁Quel', '▁pourcentage', '▁de', '[MASK]', '▁Cron', 'in', '[MASK]']","['<fr>', '▁Comment', '▁Kerry', '▁voulait', '-', 'il', '▁créer', '▁des', '▁emplo', 'is', '▁?', '▁', '</s>', '▁Combien', '▁de', '▁votes', '▁Cron', 'in', '▁a', '-', 't', '-', 'il', '▁obtenu', '▁contre', '▁Kerry', '▁?', '▁', '</s>', '▁Quel', '▁pourcentage', '▁de', '▁votes', '▁Cron', 'in', '▁a']","['▁Comment', '▁Kerry', '▁voulait', '-', 'il', '▁créer', '▁des', '▁emplo', 'is', '▁?', '▁', '</s>', '▁Combien', '▁de', '▁votes', '▁Cron', 'in', '▁a', '-', 't', '-', 'il', '▁obtenu', '▁contre', '▁Kerry', '▁?', '▁', '</s>', '▁Quel', '▁pourcentage', '▁de', '▁votes', '▁Cron', 'in', '▁a', '<fr>']"
"['<fr>', '[MASK]', '▁est', '▁le', '▁taux', '▁d', ""'"", 'er', 'reur', '▁de', '▁l', ""'"", 'équ', 'ino', 'xe', '▁ver', 'nal', '▁tous', '▁les', '▁7', '▁7', '[MASK]', '▁ans', '▁?', '▁', '[MASK]', '[MASK]', '▁était', '▁le', '▁taux', '▁d', ""'"", 'er', 'reur', '▁dans', '▁le']","['<fr>', '▁Quel', '▁est', '▁le', '▁taux', '▁d', ""'"", 'er', 'reur', '▁de', '▁l', ""'"", 'équ', 'ino', 'xe', '▁ver', 'nal', '▁tous', '▁les', '▁7', '▁7', '00', '▁ans', '▁?', '▁', '</s>', '▁Quel', '▁était', '▁le', '▁taux', '▁d', ""'"", 'er', 'reur', '▁dans', '▁le']","['▁Quel', '▁est', '▁le', '▁taux', '▁d', ""'"", 'er', 'reur', '▁de', '▁l', ""'"", 'équ', 'ino', 'xe', '▁ver', 'nal', '▁tous', '▁les', '▁7', '▁7', '00', '▁ans', '▁?', '▁', '</s>', '▁Quel', '▁était', '▁le', '▁taux', '▁d', ""'"", 'er', 'reur', '▁dans', '▁le', '<fr>']"
"['<fr>', '▁Quelle', '▁était', '▁la', '▁période', '▁de', '▁l', ""'"", 'aven', 'ue', '▁X', '▁?', '▁', '[MASK]', '▁Quel', '▁était', '▁le', '▁dernier', '▁nombre', '▁de', '▁représent', 'ations', '▁dans', '▁l', ""'"", 'édition', '▁originale', '▁de', '▁l', ""'"", 'aven', 'ue', '▁X', '▁?', '▁', '[MASK]']","['<fr>', '▁Quelle', '▁était', '▁la', '▁période', '▁de', '▁l', ""'"", 'aven', 'ue', '▁X', '▁?', '▁', '</s>', '▁Quel', '▁était', '▁le', '▁dernier', '▁nombre', '▁de', '▁représent', 'ations', '▁dans', '▁l', ""'"", 'édition', '▁originale', '▁de', '▁l', ""'"", 'aven', 'ue', '▁X', '▁?', '▁', '</s>']","['▁Quelle', '▁était', '▁la', '▁période', '▁de', '▁l', ""'"", 'aven', 'ue', '▁X', '▁?', '▁', '</s>', '▁Quel', '▁était', '▁le', '▁dernier', '▁nombre', '▁de', '▁représent', 'ations', '▁dans', '▁l', ""'"", 'édition', '▁originale', '▁de', '▁l', ""'"", 'aven', 'ue', '▁X', '▁?', '▁', '</s>', '<fr>']"
"['<fr>', '▁A', '▁qui', '▁l', ""'"", 'enregistrement', '▁d', ""'"", 'H', 'all', 'el', 'uj', 'ah', '▁a', '▁de', '▁nouveau', '▁réussi', '▁après', '▁avoir', '▁été', '▁interprété', '[MASK]', '▁American', '▁Idol', '[MASK]', '▁', '</s>', '▁Sur', '▁quelle', '▁plate', '-', 'forme', '▁numérique', '▁les', '▁performances', '▁des']","['<fr>', '▁A', '▁qui', '▁l', ""'"", 'enregistrement', '▁d', ""'"", 'H', 'all', 'el', 'uj', 'ah', '▁a', '▁de', '▁nouveau', '▁réussi', '▁après', '▁avoir', '▁été', '▁interprété', '▁sur', '▁American', '▁Idol', '▁?', '▁', '</s>', '▁Sur', '▁quelle', '▁plate', '-', 'forme', '▁numérique', '▁les', '▁performances', '▁des']","['▁A', '▁qui', '▁l', ""'"", 'enregistrement', '▁d', ""'"", 'H', 'all', 'el', 'uj', 'ah', '▁a', '▁de', '▁nouveau', '▁réussi', '▁après', '▁avoir', '▁été', '▁interprété', '▁sur', '▁American', '▁Idol', '▁?', '▁', '</s>', '▁Sur', '▁quelle', '▁plate', '-', 'forme', '▁numérique', '▁les', '▁performances', '▁des', '<fr>']"
"['<fr>', '▁En', '▁raison', '▁de', '[MASK]', '▁dispar', 'ité', '▁des', '▁revenus', '▁des', '▁droits', '▁de', '▁télévision', '▁entre', '▁les', '▁lig', 'ues', '[MASK]', '▁qui', '▁lutte', '▁pour', '▁éviter', '[MASK]', '▁rel', 'ég', 'ation', '▁dans', '▁leur', '▁Premier', '▁League', '▁première', '▁saison', '▁?', '▁', '</s>', '▁À']","['<fr>', '▁En', '▁raison', '▁de', '▁la', '▁dispar', 'ité', '▁des', '▁revenus', '▁des', '▁droits', '▁de', '▁télévision', '▁entre', '▁les', '▁lig', 'ues', ',', '▁qui', '▁lutte', '▁pour', '▁éviter', '▁la', '▁rel', 'ég', 'ation', '▁dans', '▁leur', '▁Premier', '▁League', '▁première', '▁saison', '▁?', '▁', '</s>', '▁À']","['▁En', '▁raison', '▁de', '▁la', '▁dispar', 'ité', '▁des', '▁revenus', '▁des', '▁droits', '▁de', '▁télévision', '▁entre', '▁les', '▁lig', 'ues', ',', '▁qui', '▁lutte', '▁pour', '▁éviter', '▁la', '▁rel', 'ég', 'ation', '▁dans', '▁leur', '▁Premier', '▁League', '▁première', '▁saison', '▁?', '▁', '</s>', '▁À', '<fr>']"
