encoder_input,decoder_input,decoder_output
"['<tr>', '[MASK]', '▁Valley', '▁dizisinin', '▁IMDb', '▁puanı', '▁nedir', '?', '▁', '</s>', '[MASK]', '▁Valley', '▁dizisinde', '▁kimler', '▁rol', '▁alıyor', '?', '▁', '</s>', '[MASK]', '▁Valley', '▁dizisi', '▁hangi', '▁tarihte', '▁yayınlandı', '?', '▁', '</s>', '▁Young', '▁Wall', 'ander', '▁dizisi', '▁ne', '▁hakkında', '?', '▁']","['<tr>', '▁Happy', '▁Valley', '▁dizisinin', '▁IMDb', '▁puanı', '▁nedir', '?', '▁', '</s>', '▁Happy', '▁Valley', '▁dizisinde', '▁kimler', '▁rol', '▁alıyor', '?', '▁', '</s>', '▁Happy', '▁Valley', '▁dizisi', '▁hangi', '▁tarihte', '▁yayınlandı', '?', '▁', '</s>', '▁Young', '▁Wall', 'ander', '▁dizisi', '▁ne', '▁hakkında', '?', '▁']","['▁Happy', '▁Valley', '▁dizisinin', '▁IMDb', '▁puanı', '▁nedir', '?', '▁', '</s>', '▁Happy', '▁Valley', '▁dizisinde', '▁kimler', '▁rol', '▁alıyor', '?', '▁', '</s>', '▁Happy', '▁Valley', '▁dizisi', '▁hangi', '▁tarihte', '▁yayınlandı', '?', '▁', '</s>', '▁Young', '▁Wall', 'ander', '▁dizisi', '▁ne', '▁hakkında', '?', '▁', '<tr>']"
"['<tr>', '▁B', 'imil', 'ui', '▁So', 'op', '▁dizisinde', '▁kimler', '▁rol', '▁alıyor', '?', '▁', '</s>', '▁İ', 's', 'ang', '[MASK]', '▁by', 'e', '[MASK]', 'h', 'osa', '▁Wo', '[MASK]', '▁Young', '-', 'wo', '[MASK]', '▁dizisinin', '▁konusu', '▁nedir', '?', '▁', '</s>', '▁İ', 's']","['<tr>', '▁B', 'imil', 'ui', '▁So', 'op', '▁dizisinde', '▁kimler', '▁rol', '▁alıyor', '?', '▁', '</s>', '▁İ', 's', 'ang', 'han', '▁by', 'e', 'on', 'h', 'osa', '▁Wo', 'o', '▁Young', '-', 'wo', 'o', '▁dizisinin', '▁konusu', '▁nedir', '?', '▁', '</s>', '▁İ', 's']","['▁B', 'imil', 'ui', '▁So', 'op', '▁dizisinde', '▁kimler', '▁rol', '▁alıyor', '?', '▁', '</s>', '▁İ', 's', 'ang', 'han', '▁by', 'e', 'on', 'h', 'osa', '▁Wo', 'o', '▁Young', '-', 'wo', 'o', '▁dizisinin', '▁konusu', '▁nedir', '?', '▁', '</s>', '▁İ', 's', '<tr>']"
"['<tr>', '▁K', 'agu', 'ya', '-', 'h', '[MASK]', '[MASK]', '▁mon', 'og', 'at', 'ari', '▁filminin', '▁konusu', '▁nedir', '?', '[MASK]', '</s>', '▁K', 'agu', 'ya', '-', 'h', '[MASK]', '[MASK]', '▁mon', 'og', 'at', 'ari', '▁filminde', '[MASK]', '▁oyuncular', '▁rol', '▁alıyor', '?', '[MASK]']","['<tr>', '▁K', 'agu', 'ya', '-', 'h', 'ime', '▁no', '▁mon', 'og', 'at', 'ari', '▁filminin', '▁konusu', '▁nedir', '?', '▁', '</s>', '▁K', 'agu', 'ya', '-', 'h', 'ime', '▁no', '▁mon', 'og', 'at', 'ari', '▁filminde', '▁hangi', '▁oyuncular', '▁rol', '▁alıyor', '?', '▁']","['▁K', 'agu', 'ya', '-', 'h', 'ime', '▁no', '▁mon', 'og', 'at', 'ari', '▁filminin', '▁konusu', '▁nedir', '?', '▁', '</s>', '▁K', 'agu', 'ya', '-', 'h', 'ime', '▁no', '▁mon', 'og', 'at', 'ari', '▁filminde', '▁hangi', '▁oyuncular', '▁rol', '▁alıyor', '?', '▁', '<tr>']"
"['<tr>', '▁Toy', '▁Story', '▁3', '▁filminde', '▁kimler', '▁rol', '▁alıyor', '?', '▁', '</s>', '▁Toy', '▁Story', '▁3', '▁filminin', '▁v', 'iz', 'yon', 'a', '▁g', 'ird', 'i', 'ği', '▁tari', 'h', '▁nedir', '?', '▁', '</s>', '▁Le', '▁grand', '▁bleu', '▁filminin', '▁konusu', '▁nedir', '?']","['<tr>', '▁Toy', '▁Story', '▁3', '▁filminde', '▁kimler', '▁rol', '▁alıyor', '?', '▁', '</s>', '▁Toy', '▁Story', '▁3', '▁filminin', '▁v', 'iz', 'yon', 'a', '▁g', 'ird', 'i', 'ği', '▁tari', 'h', '▁nedir', '?', '▁', '</s>', '▁Le', '▁grand', '▁bleu', '▁filminin', '▁konusu', '▁nedir', '?']","['▁Toy', '▁Story', '▁3', '▁filminde', '▁kimler', '▁rol', '▁alıyor', '?', '▁', '</s>', '▁Toy', '▁Story', '▁3', '▁filminin', '▁v', 'iz', 'yon', 'a', '▁g', 'ird', 'i', 'ği', '▁tari', 'h', '▁nedir', '?', '▁', '</s>', '▁Le', '▁grand', '▁bleu', '▁filminin', '▁konusu', '▁nedir', '?', '<tr>']"
"['<tr>', '▁The', '[MASK]', '[MASK]', '[MASK]', 'or', '▁Picture', '▁Show', '▁filminin', '[MASK]', '[MASK]', 'k', 'ış', '▁tarihi', '▁nedir', '?', '▁', '[MASK]', '▁The', '▁Girl', '▁in', '▁the', '▁Spider', ""'"", '[MASK]', '▁Web', '▁filminde', '▁hangi', '▁oyuncular', '▁yer', '▁alıyor', '?', '▁', '[MASK]', '▁The', '▁Girl']","['<tr>', '▁The', '▁Rocky', '▁H', 'orr', 'or', '▁Picture', '▁Show', '▁filminin', '▁ç', 'ı', 'k', 'ış', '▁tarihi', '▁nedir', '?', '▁', '</s>', '▁The', '▁Girl', '▁in', '▁the', '▁Spider', ""'"", 's', '▁Web', '▁filminde', '▁hangi', '▁oyuncular', '▁yer', '▁alıyor', '?', '▁', '</s>', '▁The', '▁Girl']","['▁The', '▁Rocky', '▁H', 'orr', 'or', '▁Picture', '▁Show', '▁filminin', '▁ç', 'ı', 'k', 'ış', '▁tarihi', '▁nedir', '?', '▁', '</s>', '▁The', '▁Girl', '▁in', '▁the', '▁Spider', ""'"", 's', '▁Web', '▁filminde', '▁hangi', '▁oyuncular', '▁yer', '▁alıyor', '?', '▁', '</s>', '▁The', '▁Girl', '<tr>']"
"['<tr>', '▁Gr', 'ingo', '▁filminin', '▁konusu', '▁nedir', '?', '▁', '</s>', '▁Gr', 'ingo', '▁filminin', '▁IMDb', '▁puanı', '▁kaç', '?', '▁', '</s>', '[MASK]', 'res', '▁Par', 'al', 'el', 'as', '▁filminin', '▁türü', '▁nedir', '?', '▁', '</s>', '[MASK]', 'res', '▁Par', 'al', 'el', 'as']","['<tr>', '▁Gr', 'ingo', '▁filminin', '▁konusu', '▁nedir', '?', '▁', '</s>', '▁Gr', 'ingo', '▁filminin', '▁IMDb', '▁puanı', '▁kaç', '?', '▁', '</s>', '▁Mad', 'res', '▁Par', 'al', 'el', 'as', '▁filminin', '▁türü', '▁nedir', '?', '▁', '</s>', '▁Mad', 'res', '▁Par', 'al', 'el', 'as']","['▁Gr', 'ingo', '▁filminin', '▁konusu', '▁nedir', '?', '▁', '</s>', '▁Gr', 'ingo', '▁filminin', '▁IMDb', '▁puanı', '▁kaç', '?', '▁', '</s>', '▁Mad', 'res', '▁Par', 'al', 'el', 'as', '▁filminin', '▁türü', '▁nedir', '?', '▁', '</s>', '▁Mad', 'res', '▁Par', 'al', 'el', 'as', '<tr>']"
"['<tr>', '[MASK]', '▁Sü', 'per', '[MASK]', 'cil', '▁Hay', '[MASK]', 'lar', '▁Lig', 'i', '▁filminin', '▁yönetmenleri', '▁kimlerdir', '?', '▁', '</s>', '[MASK]', '▁Sü', 'per', '[MASK]', 'cil', '▁Hay', '[MASK]', 'lar', '▁Lig', 'i', '▁filminde', '▁hangi', '▁oyuncular', '[MASK]', '▁alıyor', '?', '▁', '</s>', '▁Im']","['<tr>', '▁DC', '▁Sü', 'per', '▁Ev', 'cil', '▁Hay', 'van', 'lar', '▁Lig', 'i', '▁filminin', '▁yönetmenleri', '▁kimlerdir', '?', '▁', '</s>', '▁DC', '▁Sü', 'per', '▁Ev', 'cil', '▁Hay', 'van', 'lar', '▁Lig', 'i', '▁filminde', '▁hangi', '▁oyuncular', '▁yer', '▁alıyor', '?', '▁', '</s>', '▁Im']","['▁DC', '▁Sü', 'per', '▁Ev', 'cil', '▁Hay', 'van', 'lar', '▁Lig', 'i', '▁filminin', '▁yönetmenleri', '▁kimlerdir', '?', '▁', '</s>', '▁DC', '▁Sü', 'per', '▁Ev', 'cil', '▁Hay', 'van', 'lar', '▁Lig', 'i', '▁filminde', '▁hangi', '▁oyuncular', '▁yer', '▁alıyor', '?', '▁', '</s>', '▁Im', '<tr>']"
"['<tr>', '▁Jack', 'ass', '▁Number', '▁Two', '▁filmi', '▁ne', '▁zaman', '▁yayınlandı', '?', '▁', '</s>', '▁Jack', 'ass', '▁Number', '▁Two', '▁filminin', '▁IMDb', '▁puanı', '▁nedir', '?', '▁', '</s>', '▁V', 'isk', 'ning', 'ar', '▁o', 'ch', '▁ro', 'p', '▁filminin', '▁konusu', '▁nedir', '?', '▁']","['<tr>', '▁Jack', 'ass', '▁Number', '▁Two', '▁filmi', '▁ne', '▁zaman', '▁yayınlandı', '?', '▁', '</s>', '▁Jack', 'ass', '▁Number', '▁Two', '▁filminin', '▁IMDb', '▁puanı', '▁nedir', '?', '▁', '</s>', '▁V', 'isk', 'ning', 'ar', '▁o', 'ch', '▁ro', 'p', '▁filminin', '▁konusu', '▁nedir', '?', '▁']","['▁Jack', 'ass', '▁Number', '▁Two', '▁filmi', '▁ne', '▁zaman', '▁yayınlandı', '?', '▁', '</s>', '▁Jack', 'ass', '▁Number', '▁Two', '▁filminin', '▁IMDb', '▁puanı', '▁nedir', '?', '▁', '</s>', '▁V', 'isk', 'ning', 'ar', '▁o', 'ch', '▁ro', 'p', '▁filminin', '▁konusu', '▁nedir', '?', '▁', '<tr>']"
"['<tr>', '[MASK]', '[MASK]', '[MASK]', '[MASK]', '[MASK]', '▁nelerdir', '?', '[MASK]', '</s>', '[MASK]', '[MASK]', '[MASK]', '▁filminde', '▁hangi', '▁oyuncular', '▁yer', '▁alıyor', '?', '[MASK]', '</s>', '[MASK]', '[MASK]', '[MASK]', '[MASK]', '▁yönetmeni', '▁kim', '?', '[MASK]', '</s>', '▁October', '▁Sky', '[MASK]', '▁IMDb', '▁puanı', '▁nedir']","['<tr>', '▁Son', '▁of', '▁Batman', '▁filminin', '▁türleri', '▁nelerdir', '?', '▁', '</s>', '▁Son', '▁of', '▁Batman', '▁filminde', '▁hangi', '▁oyuncular', '▁yer', '▁alıyor', '?', '▁', '</s>', '▁Son', '▁of', '▁Batman', '▁filminin', '▁yönetmeni', '▁kim', '?', '▁', '</s>', '▁October', '▁Sky', '▁filminin', '▁IMDb', '▁puanı', '▁nedir']","['▁Son', '▁of', '▁Batman', '▁filminin', '▁türleri', '▁nelerdir', '?', '▁', '</s>', '▁Son', '▁of', '▁Batman', '▁filminde', '▁hangi', '▁oyuncular', '▁yer', '▁alıyor', '?', '▁', '</s>', '▁Son', '▁of', '▁Batman', '▁filminin', '▁yönetmeni', '▁kim', '?', '▁', '</s>', '▁October', '▁Sky', '▁filminin', '▁IMDb', '▁puanı', '▁nedir', '<tr>']"
"['<tr>', '▁The', '▁Crow', '[MASK]', 'ed', '▁Room', '▁dizisinin', '▁konusu', '▁nedir', '[MASK]', '▁', '</s>', '▁The', '▁Crow', '[MASK]', 'ed', '▁Room', '▁dizisinin', '▁IMDb', '▁puanı', '▁nedir', '[MASK]', '▁', '</s>', '▁The', '▁Crow', '[MASK]', 'ed', '▁Room', '▁dizisinin', '▁hangi', '▁türde', '▁olduğunu', '▁bel', 'irte', 'bilir']","['<tr>', '▁The', '▁Crow', 'd', 'ed', '▁Room', '▁dizisinin', '▁konusu', '▁nedir', '?', '▁', '</s>', '▁The', '▁Crow', 'd', 'ed', '▁Room', '▁dizisinin', '▁IMDb', '▁puanı', '▁nedir', '?', '▁', '</s>', '▁The', '▁Crow', 'd', 'ed', '▁Room', '▁dizisinin', '▁hangi', '▁türde', '▁olduğunu', '▁bel', 'irte', 'bilir']","['▁The', '▁Crow', 'd', 'ed', '▁Room', '▁dizisinin', '▁konusu', '▁nedir', '?', '▁', '</s>', '▁The', '▁Crow', 'd', 'ed', '▁Room', '▁dizisinin', '▁IMDb', '▁puanı', '▁nedir', '?', '▁', '</s>', '▁The', '▁Crow', 'd', 'ed', '▁Room', '▁dizisinin', '▁hangi', '▁türde', '▁olduğunu', '▁bel', 'irte', 'bilir', '<tr>']"
"['<tr>', '[MASK]', '▁Natural', '▁filminin', '▁türleri', '▁nelerdir', '?', '[MASK]', '</s>', '[MASK]', '▁Natural', '▁filminde', '▁hangi', '▁oyuncular', '[MASK]', '▁alıyor', '?', '[MASK]', '</s>', '[MASK]', '▁Natural', '▁filminin', '▁yönetmeni', '▁kim', '?', '[MASK]', '</s>', '[MASK]', '▁Natural', '▁filminin', '▁yayın', '▁tarihi', '▁ne', '▁zaman', '?', '[MASK]']","['<tr>', '▁The', '▁Natural', '▁filminin', '▁türleri', '▁nelerdir', '?', '▁', '</s>', '▁The', '▁Natural', '▁filminde', '▁hangi', '▁oyuncular', '▁rol', '▁alıyor', '?', '▁', '</s>', '▁The', '▁Natural', '▁filminin', '▁yönetmeni', '▁kim', '?', '▁', '</s>', '▁The', '▁Natural', '▁filminin', '▁yayın', '▁tarihi', '▁ne', '▁zaman', '?', '▁']","['▁The', '▁Natural', '▁filminin', '▁türleri', '▁nelerdir', '?', '▁', '</s>', '▁The', '▁Natural', '▁filminde', '▁hangi', '▁oyuncular', '▁rol', '▁alıyor', '?', '▁', '</s>', '▁The', '▁Natural', '▁filminin', '▁yönetmeni', '▁kim', '?', '▁', '</s>', '▁The', '▁Natural', '▁filminin', '▁yayın', '▁tarihi', '▁ne', '▁zaman', '?', '▁', '<tr>']"
