encoder_input,decoder_input,decoder_output
"['<zh>', '▁哪个国家', '显著', '地', '废', '除了', '死刑', ',', '然', '后', '又', '[MASK]', '引入', ',', '并', '经常', '使用', '死刑', '?', '[MASK]', '</s>', '▁在美国', ',', '每', '次', '处决', '有多少', '谋', '杀', '?', '[MASK]', '</s>', '▁在美国', ',', '每', '次']","['<zh>', '▁哪个国家', '显著', '地', '废', '除了', '死刑', ',', '然', '后', '又', '重新', '引入', ',', '并', '经常', '使用', '死刑', '?', '▁', '</s>', '▁在美国', ',', '每', '次', '处决', '有多少', '谋', '杀', '?', '▁', '</s>', '▁在美国', ',', '每', '次']","['▁哪个国家', '显著', '地', '废', '除了', '死刑', ',', '然', '后', '又', '重新', '引入', ',', '并', '经常', '使用', '死刑', '?', '▁', '</s>', '▁在美国', ',', '每', '次', '处决', '有多少', '谋', '杀', '?', '▁', '</s>', '▁在美国', ',', '每', '次', '<zh>']"
"['<zh>', '[MASK]', '向', '他', '人', '展示', '的人', '、', '自我', '方面', '和', '个人', '特征', '是什么的', '组成部分', '[MASK]', '[MASK]', '</s>', '[MASK]', '他的', '身份', '定义', '与', '梁', '启', '超', '的', '[MASK]', '</s>', '[MASK]', '人对', '自己的', '感', '知', '和', '榜']","['<zh>', '▁', '向', '他', '人', '展示', '的人', '、', '自我', '方面', '和', '个人', '特征', '是什么的', '组成部分', '?', '▁', '</s>', '▁', '他的', '身份', '定义', '与', '梁', '启', '超', '的', '▁', '</s>', '▁一个', '人对', '自己的', '感', '知', '和', '榜']","['▁', '向', '他', '人', '展示', '的人', '、', '自我', '方面', '和', '个人', '特征', '是什么的', '组成部分', '?', '▁', '</s>', '▁', '他的', '身份', '定义', '与', '梁', '启', '超', '的', '▁', '</s>', '▁一个', '人对', '自己的', '感', '知', '和', '榜', '<zh>']"
"['<zh>', '▁什么是', '非', '电', '弛豫', '过程', '的例子', '?', '[MASK]', '</s>', '▁电', '介质', '的', '复', '阻', '[MASK]', '是如何', '用', '数学', '表示', '的', '?', '[MASK]', '</s>', '[MASK]', '条件', '下', '近', '似', 'C', '0', '计算', '精', '度', '足', '够']","['<zh>', '▁什么是', '非', '电', '弛豫', '过程', '的例子', '?', '▁', '</s>', '▁电', '介质', '的', '复', '阻', '抗', '是如何', '用', '数学', '表示', '的', '?', '▁', '</s>', '▁在什么', '条件', '下', '近', '似', 'C', '0', '计算', '精', '度', '足', '够']","['▁什么是', '非', '电', '弛豫', '过程', '的例子', '?', '▁', '</s>', '▁电', '介质', '的', '复', '阻', '抗', '是如何', '用', '数学', '表示', '的', '?', '▁', '</s>', '▁在什么', '条件', '下', '近', '似', 'C', '0', '计算', '精', '度', '足', '够', '<zh>']"
"['<zh>', '[MASK]', 'pc', 'LEDs', '方法', '[MASK]', ',', '有一', '[MASK]', '部分', '光', '从未', '被', '使用', '过', '?', '▁', '</s>', '[MASK]', 'PC', 'LED', '方法', '[MASK]', ',', '非', '蓝', '光', '[MASK]', '变化', '?', '▁', '</s>', '▁他', '不能', '使用的', '不同']","['<zh>', '▁在', 'pc', 'LEDs', '方法', '中', ',', '有一', '小', '部分', '光', '从未', '被', '使用', '过', '?', '▁', '</s>', '▁在', 'PC', 'LED', '方法', '中', ',', '非', '蓝', '光', '会发生什么', '变化', '?', '▁', '</s>', '▁他', '不能', '使用的', '不同']","['▁在', 'pc', 'LEDs', '方法', '中', ',', '有一', '小', '部分', '光', '从未', '被', '使用', '过', '?', '▁', '</s>', '▁在', 'PC', 'LED', '方法', '中', ',', '非', '蓝', '光', '会发生什么', '变化', '?', '▁', '</s>', '▁他', '不能', '使用的', '不同', '<zh>']"
"['<zh>', '[MASK]', '法案', 'C', '-', '60', '在哪一年', '[MASK]', '败了', '?', '[MASK]', '</s>', '▁皮', '[MASK]', '尔', '·', '特', '[MASK]', '多', '在哪一年', '不再', '担任', '加拿大', '总理', '?', '[MASK]', '</s>', '▁1980', '[MASK]', '英国', '首相', '?', '[MASK]', '</s>', '▁什么', '大']","['<zh>', '▁', '法案', 'C', '-', '60', '在哪一年', '失', '败了', '?', '▁', '</s>', '▁皮', '埃', '尔', '·', '特', '鲁', '多', '在哪一年', '不再', '担任', '加拿大', '总理', '?', '▁', '</s>', '▁1980', '年谁是', '英国', '首相', '?', '▁', '</s>', '▁什么', '大']","['▁', '法案', 'C', '-', '60', '在哪一年', '失', '败了', '?', '▁', '</s>', '▁皮', '埃', '尔', '·', '特', '鲁', '多', '在哪一年', '不再', '担任', '加拿大', '总理', '?', '▁', '</s>', '▁1980', '年谁是', '英国', '首相', '?', '▁', '</s>', '▁什么', '大', '<zh>']"
"['<zh>', '▁加德满都', '26', '号', '病', '房', '有多少', '[MASK]', '顷', '[MASK]', '▁', '</s>', '▁加德满都', '消防', '局', '是哪一年成立的', '[MASK]', '▁', '</s>', '▁巴', '克', '[MASK]', '普', '尔', '什么时候', '收', '到', '消防', '部门', '的', '保', '险', '[MASK]', '▁', '</s>', '▁1991']","['<zh>', '▁加德满都', '26', '号', '病', '房', '有多少', '公', '顷', '?', '▁', '</s>', '▁加德满都', '消防', '局', '是哪一年成立的', '?', '▁', '</s>', '▁巴', '克', '塔', '普', '尔', '什么时候', '收', '到', '消防', '部门', '的', '保', '险', '?', '▁', '</s>', '▁1991']","['▁加德满都', '26', '号', '病', '房', '有多少', '公', '顷', '?', '▁', '</s>', '▁加德满都', '消防', '局', '是哪一年成立的', '?', '▁', '</s>', '▁巴', '克', '塔', '普', '尔', '什么时候', '收', '到', '消防', '部门', '的', '保', '险', '?', '▁', '</s>', '▁1991', '<zh>']"
"['<zh>', '▁什么', '[MASK]', '支持', '[MASK]', '变化', '的过程', '?', '▁', '</s>', '▁哪些', '早期', '佛', '经', '[MASK]', '遵循', '五', '个', '层', '次', '的语言', '发展', '?', '▁', '</s>', '▁上', '层', '保守', '派', '在', '[MASK]', '使用', '上', '提', '倡', '什么']","['<zh>', '▁什么', '因素', '支持', '语言', '变化', '的过程', '?', '▁', '</s>', '▁哪些', '早期', '佛', '经', '没有', '遵循', '五', '个', '层', '次', '的语言', '发展', '?', '▁', '</s>', '▁上', '层', '保守', '派', '在', '语言', '使用', '上', '提', '倡', '什么']","['▁什么', '因素', '支持', '语言', '变化', '的过程', '?', '▁', '</s>', '▁哪些', '早期', '佛', '经', '没有', '遵循', '五', '个', '层', '次', '的语言', '发展', '?', '▁', '</s>', '▁上', '层', '保守', '派', '在', '语言', '使用', '上', '提', '倡', '什么', '<zh>']"
"['<zh>', '▁', '教授', '们', '把', '博', '隆', '[MASK]', '的作品', '用', '[MASK]', '科', '目', '上', '[MASK]', '▁', '</s>', '▁博', '隆', '[MASK]', '大学的', '重', '点', '学科', '是什么', '[MASK]', '▁', '</s>', '▁博', '隆', '[MASK]', '大学', '授予', '什么样的', '学位', '[MASK]']","['<zh>', '▁', '教授', '们', '把', '博', '隆', '加', '的作品', '用', '在什么', '科', '目', '上', '?', '▁', '</s>', '▁博', '隆', '加', '大学的', '重', '点', '学科', '是什么', '?', '▁', '</s>', '▁博', '隆', '加', '大学', '授予', '什么样的', '学位', '?']","['▁', '教授', '们', '把', '博', '隆', '加', '的作品', '用', '在什么', '科', '目', '上', '?', '▁', '</s>', '▁博', '隆', '加', '大学的', '重', '点', '学科', '是什么', '?', '▁', '</s>', '▁博', '隆', '加', '大学', '授予', '什么样的', '学位', '?', '<zh>']"
"['<zh>', '▁什么是', '表演', '、', '[MASK]', '和', '大', '众', '传', '媒', '的', '制作', '?', '▁', '[MASK]', '▁什么样的', '人类学', '涉及', '摄', '影', '师', '?', '▁', '[MASK]', '▁', '民族', '志', '电影', '研究', '什么样的', '表现', '?', '▁', '[MASK]', '▁什么术语', '取代了']","['<zh>', '▁什么是', '表演', '、', '艺术', '和', '大', '众', '传', '媒', '的', '制作', '?', '▁', '</s>', '▁什么样的', '人类学', '涉及', '摄', '影', '师', '?', '▁', '</s>', '▁', '民族', '志', '电影', '研究', '什么样的', '表现', '?', '▁', '</s>', '▁什么术语', '取代了']","['▁什么是', '表演', '、', '艺术', '和', '大', '众', '传', '媒', '的', '制作', '?', '▁', '</s>', '▁什么样的', '人类学', '涉及', '摄', '影', '师', '?', '▁', '</s>', '▁', '民族', '志', '电影', '研究', '什么样的', '表现', '?', '▁', '</s>', '▁什么术语', '取代了', '<zh>']"
"['<zh>', '▁谁在', '[MASK]', '增加', '后', '开始', '与', '土著', '妇女', '[MASK]', '或', '[MASK]', '?', '[MASK]', '</s>', '▁为什么', '切', '萨', '皮', '[MASK]', '湾', '殖民', '者', '开始', '[MASK]', '奴隶', '?', '[MASK]', '</s>', '▁谁', '先', '把', '奴隶', '运', '到', '纽约']","['<zh>', '▁谁在', '定居', '增加', '后', '开始', '与', '土著', '妇女', '结婚', '或', '结合', '?', '▁', '</s>', '▁为什么', '切', '萨', '皮', '克', '湾', '殖民', '者', '开始', '购买', '奴隶', '?', '▁', '</s>', '▁谁', '先', '把', '奴隶', '运', '到', '纽约']","['▁谁在', '定居', '增加', '后', '开始', '与', '土著', '妇女', '结婚', '或', '结合', '?', '▁', '</s>', '▁为什么', '切', '萨', '皮', '克', '湾', '殖民', '者', '开始', '购买', '奴隶', '?', '▁', '</s>', '▁谁', '先', '把', '奴隶', '运', '到', '纽约', '<zh>']"
"['<zh>', '▁如果', '上帝', '能', '创造', '一个', '他', '不能', '[MASK]', '起', '的', '石', '头', '[MASK]', '什么', '证明', '他', '存在', '?', '▁', '</s>', '▁', '犹太教', '有多少', '仁', '慈', '的', '属', '性', '?', '▁', '</s>', '[MASK]', '信仰', '有', '相似']","['<zh>', '▁如果', '上帝', '能', '创造', '一个', '他', '不能', '举', '起', '的', '石', '头', ',', '什么', '证明', '他', '存在', '?', '▁', '</s>', '▁', '犹太教', '有多少', '仁', '慈', '的', '属', '性', '?', '▁', '</s>', '▁什么', '信仰', '有', '相似']","['▁如果', '上帝', '能', '创造', '一个', '他', '不能', '举', '起', '的', '石', '头', ',', '什么', '证明', '他', '存在', '?', '▁', '</s>', '▁', '犹太教', '有多少', '仁', '慈', '的', '属', '性', '?', '▁', '</s>', '▁什么', '信仰', '有', '相似', '<zh>']"
"['<zh>', '▁在', '哺乳动物', '中', '[MASK]', '脑', '容', '量', '和', '[MASK]', '质量', '遵循', '幂', '律', '[MASK]', '指数', '是多少', '?', '▁', '</s>', '▁哪一组', '动物', '[MASK]', '脑', '比', '公式', '预测', '[MASK]', '5', '-10', '倍', '?', '▁', '</s>', '[MASK]', '脑']","['<zh>', '▁在', '哺乳动物', '中', ',', '脑', '容', '量', '和', '身体', '质量', '遵循', '幂', '律', ',', '指数', '是多少', '?', '▁', '</s>', '▁哪一组', '动物', '的大', '脑', '比', '公式', '预测', '的大', '5', '-10', '倍', '?', '▁', '</s>', '▁前', '脑']","['▁在', '哺乳动物', '中', ',', '脑', '容', '量', '和', '身体', '质量', '遵循', '幂', '律', ',', '指数', '是多少', '?', '▁', '</s>', '▁哪一组', '动物', '的大', '脑', '比', '公式', '预测', '的大', '5', '-10', '倍', '?', '▁', '</s>', '▁前', '脑', '<zh>']"
"['<zh>', '▁2011', '年至', '2013', '年间', ',', '非', '德国', '人口', '减少', '了多少', '[MASK]', '[MASK]', '</s>', '▁有多少', '图林根', '人', '反对', '移民', '[MASK]', '[MASK]', '</s>', '▁什么是', '最小的', '外国', '人', '群体', '[MASK]', '[MASK]', '</s>', '▁哪个', '城镇', '的', '移民', '人口', '[MASK]']","['<zh>', '▁2011', '年至', '2013', '年间', ',', '非', '德国', '人口', '减少', '了多少', '?', '▁', '</s>', '▁有多少', '图林根', '人', '反对', '移民', '?', '▁', '</s>', '▁什么是', '最小的', '外国', '人', '群体', '?', '▁', '</s>', '▁哪个', '城镇', '的', '移民', '人口', '最少']","['▁2011', '年至', '2013', '年间', ',', '非', '德国', '人口', '减少', '了多少', '?', '▁', '</s>', '▁有多少', '图林根', '人', '反对', '移民', '?', '▁', '</s>', '▁什么是', '最小的', '外国', '人', '群体', '?', '▁', '</s>', '▁哪个', '城镇', '的', '移民', '人口', '最少', '<zh>']"
"['<zh>', '▁在', '格鲁', '吉亚', '时代', ',', '什么样的', '建筑', '零', '星', '散', '布', '在英国', '殖民地', '▁', '</s>', '▁什么样的', '风格', '在英国', '殖民地', '几乎', '[MASK]', '[MASK]', '性', '[MASK]', '▁', '</s>', '[MASK]', '洛克', '风格', '主要', '用于', '哪些', '建筑', '[MASK]', '▁']","['<zh>', '▁在', '格鲁', '吉亚', '时代', ',', '什么样的', '建筑', '零', '星', '散', '布', '在英国', '殖民地', '▁', '</s>', '▁什么样的', '风格', '在英国', '殖民地', '几乎', '没有', '代表', '性', '?', '▁', '</s>', '▁巴', '洛克', '风格', '主要', '用于', '哪些', '建筑', '?', '▁']","['▁在', '格鲁', '吉亚', '时代', ',', '什么样的', '建筑', '零', '星', '散', '布', '在英国', '殖民地', '▁', '</s>', '▁什么样的', '风格', '在英国', '殖民地', '几乎', '没有', '代表', '性', '?', '▁', '</s>', '▁巴', '洛克', '风格', '主要', '用于', '哪些', '建筑', '?', '▁', '<zh>']"
"['<zh>', '▁1970', '年', '克里', '曾', '考虑', '在哪个', '地区', '参', '选', '?', '[MASK]', '</s>', '▁克', '里的', '弟', '弟', '叫什么名字', '?', '[MASK]', '</s>', '[MASK]', '太阳', '有多', '斜', '?', '[MASK]', '</s>', '▁克里', '说', '谁', '试图', '[MASK]', '他的', '竞选', '?']","['<zh>', '▁1970', '年', '克里', '曾', '考虑', '在哪个', '地区', '参', '选', '?', '▁', '</s>', '▁克', '里的', '弟', '弟', '叫什么名字', '?', '▁', '</s>', '▁', '太阳', '有多', '斜', '?', '▁', '</s>', '▁克里', '说', '谁', '试图', '阻止', '他的', '竞选', '?']","['▁1970', '年', '克里', '曾', '考虑', '在哪个', '地区', '参', '选', '?', '▁', '</s>', '▁克', '里的', '弟', '弟', '叫什么名字', '?', '▁', '</s>', '▁', '太阳', '有多', '斜', '?', '▁', '</s>', '▁克里', '说', '谁', '试图', '阻止', '他的', '竞选', '?', '<zh>']"
"['<zh>', '▁根据', '一', '份', '长', '达', '500', '页', '的', '联合国', '人', '权', '理事会', '报告', ',', '厄立特里亚', '政府', '官员', '的', '普遍', '行为', '是什么', '?', '▁', '</s>', '▁什么样的', '州', '政府', '[MASK]', '于', 'E', 'rit', 'rea', '?', '▁', '</s>']","['<zh>', '▁根据', '一', '份', '长', '达', '500', '页', '的', '联合国', '人', '权', '理事会', '报告', ',', '厄立特里亚', '政府', '官员', '的', '普遍', '行为', '是什么', '?', '▁', '</s>', '▁什么样的', '州', '政府', '存在', '于', 'E', 'rit', 'rea', '?', '▁', '</s>']","['▁根据', '一', '份', '长', '达', '500', '页', '的', '联合国', '人', '权', '理事会', '报告', ',', '厄立特里亚', '政府', '官员', '的', '普遍', '行为', '是什么', '?', '▁', '</s>', '▁什么样的', '州', '政府', '存在', '于', 'E', 'rit', 'rea', '?', '▁', '</s>', '<zh>']"
"['<zh>', '▁IM', 'A', 'X', '宣布', '《', '幽灵', '》', '将', '于', '哪年', '1', '月', '上映', '?', '▁', '[MASK]', '▁在英国', ',', 'S', 'pect', 're', '[MASK]', '发行', '量', '比什么', '[MASK]', '小', '?', '▁', '[MASK]', '▁截至', '2016', '年', '2', '月']","['<zh>', '▁IM', 'A', 'X', '宣布', '《', '幽灵', '》', '将', '于', '哪年', '1', '月', '上映', '?', '▁', '</s>', '▁在英国', ',', 'S', 'pect', 're', '的', '发行', '量', '比什么', '都', '小', '?', '▁', '</s>', '▁截至', '2016', '年', '2', '月']","['▁IM', 'A', 'X', '宣布', '《', '幽灵', '》', '将', '于', '哪年', '1', '月', '上映', '?', '▁', '</s>', '▁在英国', ',', 'S', 'pect', 're', '的', '发行', '量', '比什么', '都', '小', '?', '▁', '</s>', '▁截至', '2016', '年', '2', '月', '<zh>']"
"['<zh>', '▁哪两种', '[MASK]', '现在', '已经', '过', '时', '了', '?', '▁', '</s>', '▁UC', 'S', '-2', '扩展', '了什么', '?', '▁', '</s>', '▁一个', 'U', 'TF', '-8', '[MASK]', '多少个', 'ASCII', '字符', '?', '▁', '</s>', '▁哪个', '系统', '至少', '有', '四个', '字']","['<zh>', '▁哪两种', '编码', '现在', '已经', '过', '时', '了', '?', '▁', '</s>', '▁UC', 'S', '-2', '扩展', '了什么', '?', '▁', '</s>', '▁一个', 'U', 'TF', '-8', '使用', '多少个', 'ASCII', '字符', '?', '▁', '</s>', '▁哪个', '系统', '至少', '有', '四个', '字']","['▁哪两种', '编码', '现在', '已经', '过', '时', '了', '?', '▁', '</s>', '▁UC', 'S', '-2', '扩展', '了什么', '?', '▁', '</s>', '▁一个', 'U', 'TF', '-8', '使用', '多少个', 'ASCII', '字符', '?', '▁', '</s>', '▁哪个', '系统', '至少', '有', '四个', '字', '<zh>']"
"['<zh>', '[MASK]', '您', '使用什么', '菜', '单', '来', '设置', '音频', '聊', '天', '?', '[MASK]', '</s>', '▁一个', '用户', '可以', '[MASK]', '多少个', '不同的', 'ps', '3?', '[MASK]', '</s>', '▁PS', '4', '如何', '限制', '[MASK]', '使用', '?', '[MASK]', '</s>', '▁PlayStation', '的', '网']","['<zh>', '▁', '您', '使用什么', '菜', '单', '来', '设置', '音频', '聊', '天', '?', '▁', '</s>', '▁一个', '用户', '可以', '访问', '多少个', '不同的', 'ps', '3?', '▁', '</s>', '▁PS', '4', '如何', '限制', '数据', '使用', '?', '▁', '</s>', '▁PlayStation', '的', '网']","['▁', '您', '使用什么', '菜', '单', '来', '设置', '音频', '聊', '天', '?', '▁', '</s>', '▁一个', '用户', '可以', '访问', '多少个', '不同的', 'ps', '3?', '▁', '</s>', '▁PS', '4', '如何', '限制', '数据', '使用', '?', '▁', '</s>', '▁PlayStation', '的', '网', '<zh>']"
