encoder_input,decoder_input,decoder_output
"['<en>', '▁How', '▁long', '▁did', '▁the', '[MASK]', '▁last', '?', '▁', '</s>', '▁What', '▁percentage', '▁of', '▁buildings', '▁were', '▁destroyed', '?', '▁', '</s>', '▁What', '▁was', '▁the', '[MASK]', 'itude', '▁of', '▁the', '[MASK]', '?', '▁', '</s>', '▁How', '▁long', '▁did', '▁the', '▁main', '▁trem']","['<en>', '▁How', '▁long', '▁did', '▁the', '▁earthquake', '▁last', '?', '▁', '</s>', '▁What', '▁percentage', '▁of', '▁buildings', '▁were', '▁destroyed', '?', '▁', '</s>', '▁What', '▁was', '▁the', '▁magn', 'itude', '▁of', '▁the', '▁earthquake', '?', '▁', '</s>', '▁How', '▁long', '▁did', '▁the', '▁main', '▁trem']","['▁How', '▁long', '▁did', '▁the', '▁earthquake', '▁last', '?', '▁', '</s>', '▁What', '▁percentage', '▁of', '▁buildings', '▁were', '▁destroyed', '?', '▁', '</s>', '▁What', '▁was', '▁the', '▁magn', 'itude', '▁of', '▁the', '▁earthquake', '?', '▁', '</s>', '▁How', '▁long', '▁did', '▁the', '▁main', '▁trem', '<en>']"
"['<en>', '▁In', '[MASK]', 'ology', ',', '▁what', '▁is', '▁an', '▁attrib', 'ute', '▁of', '▁all', '[MASK]', 'ological', '▁systems', '[MASK]', '▁the', '▁b', 'ios', 'ph', 'ere', '▁to', '▁the', '▁small', 'est', '▁living', '▁organism', '?', '▁', '</s>', '▁What', '▁is', '▁often', '▁said', '▁to', '▁be']","['<en>', '▁In', '▁bi', 'ology', ',', '▁what', '▁is', '▁an', '▁attrib', 'ute', '▁of', '▁all', '▁bi', 'ological', '▁systems', '▁from', '▁the', '▁b', 'ios', 'ph', 'ere', '▁to', '▁the', '▁small', 'est', '▁living', '▁organism', '?', '▁', '</s>', '▁What', '▁is', '▁often', '▁said', '▁to', '▁be']","['▁In', '▁bi', 'ology', ',', '▁what', '▁is', '▁an', '▁attrib', 'ute', '▁of', '▁all', '▁bi', 'ological', '▁systems', '▁from', '▁the', '▁b', 'ios', 'ph', 'ere', '▁to', '▁the', '▁small', 'est', '▁living', '▁organism', '?', '▁', '</s>', '▁What', '▁is', '▁often', '▁said', '▁to', '▁be', '<en>']"
"['<en>', '[MASK]', '▁song', '[MASK]', '▁Beyoncé', '▁perform', '[MASK]', '▁the', '▁first', '▁inaugural', '▁dance', '▁for', '▁the', '▁Ob', 'amas', '.', '▁', '</s>', '[MASK]', '[MASK]', '▁media', '▁plat', 'form', '[MASK]', '▁Beyoncé', '[MASK]', 'load', '▁a', '▁pict', 'ure', '▁of', '▁her', '▁paper', '▁ball', 'ot', '▁on']","['<en>', '▁What', '▁song', '▁did', '▁Beyoncé', '▁perform', '▁at', '▁the', '▁first', '▁inaugural', '▁dance', '▁for', '▁the', '▁Ob', 'amas', '.', '▁', '</s>', '▁What', '▁social', '▁media', '▁plat', 'form', '▁did', '▁Beyoncé', '▁up', 'load', '▁a', '▁pict', 'ure', '▁of', '▁her', '▁paper', '▁ball', 'ot', '▁on']","['▁What', '▁song', '▁did', '▁Beyoncé', '▁perform', '▁at', '▁the', '▁first', '▁inaugural', '▁dance', '▁for', '▁the', '▁Ob', 'amas', '.', '▁', '</s>', '▁What', '▁social', '▁media', '▁plat', 'form', '▁did', '▁Beyoncé', '▁up', 'load', '▁a', '▁pict', 'ure', '▁of', '▁her', '▁paper', '▁ball', 'ot', '▁on', '<en>']"
"['<en>', '▁What', '[MASK]', '▁of', '▁those', '▁sold', '▁as', '▁slaves', '▁in', '▁North', '[MASK]', '▁land', 'ed', '[MASK]', '▁S', 'ull', 'iv', 'an', '[MASK]', '[MASK]', '▁Island', '?', '▁', '</s>', '▁What', '▁stage', '▁of', '▁the', '▁slave', '▁trade', '▁provided', '▁slaves', '▁to', '▁Charles', '▁Town', '?']","['<en>', '▁What', '▁percentage', '▁of', '▁those', '▁sold', '▁as', '▁slaves', '▁in', '▁North', '▁America', '▁land', 'ed', '▁at', '▁S', 'ull', 'iv', 'an', ""'"", 's', '▁Island', '?', '▁', '</s>', '▁What', '▁stage', '▁of', '▁the', '▁slave', '▁trade', '▁provided', '▁slaves', '▁to', '▁Charles', '▁Town', '?']","['▁What', '▁percentage', '▁of', '▁those', '▁sold', '▁as', '▁slaves', '▁in', '▁North', '▁America', '▁land', 'ed', '▁at', '▁S', 'ull', 'iv', 'an', ""'"", 's', '▁Island', '?', '▁', '</s>', '▁What', '▁stage', '▁of', '▁the', '▁slave', '▁trade', '▁provided', '▁slaves', '▁to', '▁Charles', '▁Town', '?', '<en>']"
"['<en>', '▁Se', 'ver', 'al', '▁species', '▁of', '▁which', '▁type', '▁dot', '▁the', '▁step', 'pe', '▁and', '▁transition', '▁zone', '?', '▁', '</s>', '▁Which', '▁city', '▁in', '▁the', '▁state', '▁ex', 'ce', 'eds', '▁one', '▁million', '?', '▁', '</s>', '[MASK]', 'arez', '▁is', '▁ranked', '▁where']","['<en>', '▁Se', 'ver', 'al', '▁species', '▁of', '▁which', '▁type', '▁dot', '▁the', '▁step', 'pe', '▁and', '▁transition', '▁zone', '?', '▁', '</s>', '▁Which', '▁city', '▁in', '▁the', '▁state', '▁ex', 'ce', 'eds', '▁one', '▁million', '?', '▁', '</s>', '▁Ju', 'arez', '▁is', '▁ranked', '▁where']","['▁Se', 'ver', 'al', '▁species', '▁of', '▁which', '▁type', '▁dot', '▁the', '▁step', 'pe', '▁and', '▁transition', '▁zone', '?', '▁', '</s>', '▁Which', '▁city', '▁in', '▁the', '▁state', '▁ex', 'ce', 'eds', '▁one', '▁million', '?', '▁', '</s>', '▁Ju', 'arez', '▁is', '▁ranked', '▁where', '<en>']"
"['<en>', '▁What', '▁was', '▁the', '▁first', '▁house', '▁single', '▁to', '▁hit', '▁#', '[MASK]', '▁in', '▁the', '[MASK]', '[MASK]', '▁', '</s>', '▁What', '▁year', '▁did', '▁""', 'J', '[MASK]', '▁Your', '▁Body', '""', '▁hit', '▁#', '[MASK]', '▁in', '▁the', '[MASK]', '[MASK]', '▁', '</s>', '▁Who']","['<en>', '▁What', '▁was', '▁the', '▁first', '▁house', '▁single', '▁to', '▁hit', '▁#', '1', '▁in', '▁the', '▁UK', '?', '▁', '</s>', '▁What', '▁year', '▁did', '▁""', 'J', 'ack', '▁Your', '▁Body', '""', '▁hit', '▁#', '1', '▁in', '▁the', '▁UK', '?', '▁', '</s>', '▁Who']","['▁What', '▁was', '▁the', '▁first', '▁house', '▁single', '▁to', '▁hit', '▁#', '1', '▁in', '▁the', '▁UK', '?', '▁', '</s>', '▁What', '▁year', '▁did', '▁""', 'J', 'ack', '▁Your', '▁Body', '""', '▁hit', '▁#', '1', '▁in', '▁the', '▁UK', '?', '▁', '</s>', '▁Who', '<en>']"
"['<en>', '▁What', '▁area', '▁of', '▁New', '▁Haven', '▁was', '▁Route', '▁34', '▁originally', '▁intended', '▁to', '▁service', '?', '[MASK]', '[MASK]', '▁What', '▁did', '▁the', '▁western', '▁portion', '▁of', '▁Route', '▁34', '▁ultimately', '▁become', '?', '[MASK]', '[MASK]', '▁What', '▁was', '▁the', '▁name', '▁of', '▁the', '▁mayor']","['<en>', '▁What', '▁area', '▁of', '▁New', '▁Haven', '▁was', '▁Route', '▁34', '▁originally', '▁intended', '▁to', '▁service', '?', '▁', '</s>', '▁What', '▁did', '▁the', '▁western', '▁portion', '▁of', '▁Route', '▁34', '▁ultimately', '▁become', '?', '▁', '</s>', '▁What', '▁was', '▁the', '▁name', '▁of', '▁the', '▁mayor']","['▁What', '▁area', '▁of', '▁New', '▁Haven', '▁was', '▁Route', '▁34', '▁originally', '▁intended', '▁to', '▁service', '?', '▁', '</s>', '▁What', '▁did', '▁the', '▁western', '▁portion', '▁of', '▁Route', '▁34', '▁ultimately', '▁become', '?', '▁', '</s>', '▁What', '▁was', '▁the', '▁name', '▁of', '▁the', '▁mayor', '<en>']"
"['<en>', '▁How', '▁were', '▁comics', '▁published', '▁when', '▁ser', 'ial', 'ization', '▁became', '▁less', '▁common', '?', '▁', '</s>', '▁Which', '▁small', '▁publish', '[MASK]', '▁published', '▁in', '▁formats', '[MASK]', '▁were', '▁not', '▁traditional', '?', '▁', '</s>', '▁Comics', '▁continue', '▁to', '▁thr', 'ive', '▁regard', 'less']","['<en>', '▁How', '▁were', '▁comics', '▁published', '▁when', '▁ser', 'ial', 'ization', '▁became', '▁less', '▁common', '?', '▁', '</s>', '▁Which', '▁small', '▁publish', 'er', '▁published', '▁in', '▁formats', '▁that', '▁were', '▁not', '▁traditional', '?', '▁', '</s>', '▁Comics', '▁continue', '▁to', '▁thr', 'ive', '▁regard', 'less']","['▁How', '▁were', '▁comics', '▁published', '▁when', '▁ser', 'ial', 'ization', '▁became', '▁less', '▁common', '?', '▁', '</s>', '▁Which', '▁small', '▁publish', 'er', '▁published', '▁in', '▁formats', '▁that', '▁were', '▁not', '▁traditional', '?', '▁', '</s>', '▁Comics', '▁continue', '▁to', '▁thr', 'ive', '▁regard', 'less', '<en>']"
"['<en>', '▁What', '[MASK]', 'ological', '▁feature', '▁has', '▁been', '▁removed', '[MASK]', 'erground', '▁to', '▁cause', '▁s', 'inking', '▁in', '▁areas', '▁of', '▁sout', 'heast', '▁Houston', '[MASK]', '▁', '</s>', '▁Which', '▁of', '▁the', '[MASK]', 'olog', 'ic', '▁fa', 'ult', '[MASK]', '[MASK]', '▁through', '▁the', '▁center']","['<en>', '▁What', '▁ge', 'ological', '▁feature', '▁has', '▁been', '▁removed', '▁und', 'erground', '▁to', '▁cause', '▁s', 'inking', '▁in', '▁areas', '▁of', '▁sout', 'heast', '▁Houston', '?', '▁', '</s>', '▁Which', '▁of', '▁the', '▁ge', 'olog', 'ic', '▁fa', 'ult', 's', '▁run', '▁through', '▁the', '▁center']","['▁What', '▁ge', 'ological', '▁feature', '▁has', '▁been', '▁removed', '▁und', 'erground', '▁to', '▁cause', '▁s', 'inking', '▁in', '▁areas', '▁of', '▁sout', 'heast', '▁Houston', '?', '▁', '</s>', '▁Which', '▁of', '▁the', '▁ge', 'olog', 'ic', '▁fa', 'ult', 's', '▁run', '▁through', '▁the', '▁center', '<en>']"
"['<en>', '[MASK]', '▁does', '▁insect', '▁mean', '▁in', '▁latin', '?', '[MASK]', '</s>', '[MASK]', '▁is', '[MASK]', '▁Latin', '▁word', '▁for', '▁insect', '?', '[MASK]', '</s>', '▁Ins', 'ects', '▁are', '▁a', '▁class', '▁of', '▁what', '?', '[MASK]', '</s>', '▁Ins', 'ects', '▁have', '▁what', '▁kind', '▁of']","['<en>', '▁What', '▁does', '▁insect', '▁mean', '▁in', '▁latin', '?', '▁', '</s>', '▁What', '▁is', '▁the', '▁Latin', '▁word', '▁for', '▁insect', '?', '▁', '</s>', '▁Ins', 'ects', '▁are', '▁a', '▁class', '▁of', '▁what', '?', '▁', '</s>', '▁Ins', 'ects', '▁have', '▁what', '▁kind', '▁of']","['▁What', '▁does', '▁insect', '▁mean', '▁in', '▁latin', '?', '▁', '</s>', '▁What', '▁is', '▁the', '▁Latin', '▁word', '▁for', '▁insect', '?', '▁', '</s>', '▁Ins', 'ects', '▁are', '▁a', '▁class', '▁of', '▁what', '?', '▁', '</s>', '▁Ins', 'ects', '▁have', '▁what', '▁kind', '▁of', '<en>']"
"['<en>', '▁All', '▁tax', 'is', '[MASK]', '▁Delhi', '[MASK]', '▁ordered', '▁to', '▁switch', '▁to', '▁what', '[MASK]', '[MASK]', '▁fuel', '▁by', '▁March', '▁1,', '▁2016?', '▁', '</s>', '▁Which', '▁transportation', '[MASK]', 'icles', '[MASK]', '▁banned', '▁from', '▁enter', '[MASK]', '▁New', '▁Delhi', '?', '▁', '</s>', '▁New']","['<en>', '▁All', '▁tax', 'is', '▁in', '▁Delhi', '▁were', '▁ordered', '▁to', '▁switch', '▁to', '▁what', '▁type', '▁of', '▁fuel', '▁by', '▁March', '▁1,', '▁2016?', '▁', '</s>', '▁Which', '▁transportation', '▁veh', 'icles', '▁were', '▁banned', '▁from', '▁enter', 'ing', '▁New', '▁Delhi', '?', '▁', '</s>', '▁New']","['▁All', '▁tax', 'is', '▁in', '▁Delhi', '▁were', '▁ordered', '▁to', '▁switch', '▁to', '▁what', '▁type', '▁of', '▁fuel', '▁by', '▁March', '▁1,', '▁2016?', '▁', '</s>', '▁Which', '▁transportation', '▁veh', 'icles', '▁were', '▁banned', '▁from', '▁enter', 'ing', '▁New', '▁Delhi', '?', '▁', '</s>', '▁New', '<en>']"
"['<en>', '▁What', '▁was', '[MASK]', '▁name', '▁of', '[MASK]', '▁y', 'acht', '[MASK]', '[MASK]', 'oslav', '▁president', '▁had', '▁at', '[MASK]', '▁dispos', 'al', '?', '▁', '</s>', '▁What', '▁company', '▁bought', '[MASK]', '▁presidential', '▁Boeing', '▁7', '27', '▁after', '▁Tito', ""'"", 's', '▁death', '?', '▁']","['<en>', '▁What', '▁was', '▁the', '▁name', '▁of', '▁the', '▁y', 'acht', '▁the', '▁Yug', 'oslav', '▁president', '▁had', '▁at', '▁his', '▁dispos', 'al', '?', '▁', '</s>', '▁What', '▁company', '▁bought', '▁the', '▁presidential', '▁Boeing', '▁7', '27', '▁after', '▁Tito', ""'"", 's', '▁death', '?', '▁']","['▁What', '▁was', '▁the', '▁name', '▁of', '▁the', '▁y', 'acht', '▁the', '▁Yug', 'oslav', '▁president', '▁had', '▁at', '▁his', '▁dispos', 'al', '?', '▁', '</s>', '▁What', '▁company', '▁bought', '▁the', '▁presidential', '▁Boeing', '▁7', '27', '▁after', '▁Tito', ""'"", 's', '▁death', '?', '▁', '<en>']"
"['<en>', '▁Where', '▁was', '▁the', '▁only', '▁place', '▁the', '▁Tibetan', '▁flag', '▁could', '▁be', '▁held', '?', '▁', '</s>', '▁Who', '▁was', '▁the', '▁Minister', '▁of', '▁the', '▁Inter', 'ior', '?', '▁', '</s>', '▁What', '▁did', '▁French', '▁law', '[MASK]', 'cement', '▁take', '▁from', '▁protesters', '?']","['<en>', '▁Where', '▁was', '▁the', '▁only', '▁place', '▁the', '▁Tibetan', '▁flag', '▁could', '▁be', '▁held', '?', '▁', '</s>', '▁Who', '▁was', '▁the', '▁Minister', '▁of', '▁the', '▁Inter', 'ior', '?', '▁', '</s>', '▁What', '▁did', '▁French', '▁law', '▁enfor', 'cement', '▁take', '▁from', '▁protesters', '?']","['▁Where', '▁was', '▁the', '▁only', '▁place', '▁the', '▁Tibetan', '▁flag', '▁could', '▁be', '▁held', '?', '▁', '</s>', '▁Who', '▁was', '▁the', '▁Minister', '▁of', '▁the', '▁Inter', 'ior', '?', '▁', '</s>', '▁What', '▁did', '▁French', '▁law', '▁enfor', 'cement', '▁take', '▁from', '▁protesters', '?', '<en>']"
"['<en>', '▁How', '▁many', '▁people', '▁moved', '[MASK]', '▁New', '▁York', '[MASK]', '▁between', '▁April', '▁2010', '▁and', '▁July', '▁2014?', '▁', '</s>', '[MASK]', '▁what', '▁percentage', '▁is', '▁New', '▁York', '[MASK]', ""'"", 's', '▁population', '▁of', '▁the', '▁entire', '▁state', ""'"", 's', '▁population', '?', '▁']","['<en>', '▁How', '▁many', '▁people', '▁moved', '▁to', '▁New', '▁York', '▁City', '▁between', '▁April', '▁2010', '▁and', '▁July', '▁2014?', '▁', '</s>', '▁Approximately', '▁what', '▁percentage', '▁is', '▁New', '▁York', '▁City', ""'"", 's', '▁population', '▁of', '▁the', '▁entire', '▁state', ""'"", 's', '▁population', '?', '▁']","['▁How', '▁many', '▁people', '▁moved', '▁to', '▁New', '▁York', '▁City', '▁between', '▁April', '▁2010', '▁and', '▁July', '▁2014?', '▁', '</s>', '▁Approximately', '▁what', '▁percentage', '▁is', '▁New', '▁York', '▁City', ""'"", 's', '▁population', '▁of', '▁the', '▁entire', '▁state', ""'"", 's', '▁population', '?', '▁', '<en>']"
